pca_dim,lda_dim,val_bal_acc,seed,num_subjects
5,1,0.06282074233202052,0,all
5,2,0.08338324165391835,0,all
5,3,0.11022822207032734,0,all
5,4,0.11161453417092515,0,all
5,5,0.1194578708676453,0,all
5,6,0.1194578708676453,0,all
5,7,0.1194578708676453,0,all
5,8,0.1194578708676453,0,all
5,9,0.1194578708676453,0,all
5,10,0.1194578708676453,0,all
5,11,0.1194578708676453,0,all
5,12,0.1194578708676453,0,all
5,13,0.1194578708676453,0,all
5,14,0.1194578708676453,0,all
5,15,0.1194578708676453,0,all
5,16,0.1194578708676453,0,all
5,17,0.1194578708676453,0,all
5,18,0.1194578708676453,0,all
5,19,0.1194578708676453,0,all
5,20,0.1194578708676453,0,all
15,1,0.10008503401360545,0,all
15,2,0.17999829118250169,0,all
15,3,0.2474770530221658,0,all
15,4,0.2704856025344747,0,all
15,5,0.28710982000455687,0,all
15,6,0.29315632153978016,0,all
15,7,0.3214700712821014,0,all
15,8,0.32336401067604076,0,all
15,9,0.3336759105556098,0,all
15,10,0.33897934771994925,0,all
15,11,0.34889998264058414,0,all
15,12,0.35933895886903405,0,all
15,13,0.364667350193666,0,all
15,14,0.3699931647300068,0,all
15,15,0.3693979266347687,0,all
15,16,0.3693979266347687,0,all
15,17,0.3693979266347687,0,all
15,18,0.3693979266347687,0,all
15,19,0.3693979266347687,0,all
15,20,0.3693979266347687,0,all
25,1,0.09793083900226758,0,all
25,2,0.1724750187156202,0,all
25,3,0.22929455673816576,0,all
25,4,0.27659964304701146,0,all
25,5,0.294441732035717,0,all
25,6,0.3285845837537567,0,all
25,7,0.3770050125313283,0,all
25,8,0.3982287971009775,0,all
25,9,0.4009782302075535,0,all
25,10,0.40324024346580734,0,all
25,11,0.41456956785904153,0,all
25,12,0.4053523961418699,0,all
25,13,0.4225940934587551,0,all
25,14,0.4177725157048466,0,all
25,15,0.42102998296607325,0,all
25,16,0.41785537979146997,0,all
25,17,0.4221637698141458,0,all
25,18,0.4315712170035478,0,all
25,19,0.43310440603673683,0,all
25,20,0.4453802254554135,0,all
