pca_dim,lda_dim,val_bal_acc,seed,num_subjects
5,1,0.10904751055126993,0,all
5,2,0.19784865301782595,0,all
5,3,0.2518600342848463,0,all
5,4,0.3052910957046296,0,all
5,5,0.3280949939784526,0,all
5,6,0.3280949939784526,0,all
5,7,0.3280949939784526,0,all
5,8,0.3280949939784526,0,all
5,9,0.3280949939784526,0,all
5,10,0.3280949939784526,0,all
5,11,0.3280949939784526,0,all
5,12,0.3280949939784526,0,all
5,13,0.3280949939784526,0,all
5,14,0.3280949939784526,0,all
5,15,0.3280949939784526,0,all
5,16,0.3280949939784526,0,all
5,17,0.3280949939784526,0,all
5,18,0.3280949939784526,0,all
5,19,0.3280949939784526,0,all
5,20,0.3280949939784526,0,all
15,1,0.09932176219770206,0,all
15,2,0.1992924681834456,0,all
15,3,0.2789565906107259,0,all
15,4,0.3582748809252568,0,all
15,5,0.43313831114582985,0,all
15,6,0.473594294177001,0,all
15,7,0.49603554340396444,0,all
15,8,0.5185069003678027,0,all
15,9,0.5116668836593649,0,all
15,10,0.5178871149735811,0,all
15,11,0.5204034165500331,0,all
15,12,0.5297425110395036,0,all
15,13,0.5366921090605302,0,all
15,14,0.5421372695808785,0,all
15,15,0.5434415313174711,0,all
15,16,0.5434415313174711,0,all
15,17,0.5434415313174711,0,all
15,18,0.5434415313174711,0,all
15,19,0.5434415313174711,0,all
15,20,0.5434415313174711,0,all
25,1,0.09932176219770206,0,all
25,2,0.1992924681834456,0,all
25,3,0.2789565906107259,0,all
25,4,0.3582748809252568,0,all
25,5,0.43313831114582985,0,all
25,6,0.473594294177001,0,all
25,7,0.49603554340396444,0,all
25,8,0.5185069003678027,0,all
25,9,0.5116668836593649,0,all
25,10,0.5178871149735811,0,all
25,11,0.5204034165500331,0,all
25,12,0.5297425110395036,0,all
25,13,0.5366921090605302,0,all
25,14,0.5421372695808785,0,all
25,15,0.5434415313174711,0,all
25,16,0.5434415313174711,0,all
25,17,0.5434415313174711,0,all
25,18,0.5434415313174711,0,all
25,19,0.5434415313174711,0,all
25,20,0.5434415313174711,0,all
